Date,ClosingQuote,Change ($),Change (%),Volume Traded
2012-12-12,9.01,0,0,0
2012-12-13,9.01,0,0,0
2012-12-14,9.04,0.03,0.33,200
2012-12-17,9.04,0,0,0
2012-12-18,9.04,0,0,0
2012-12-19,9.04,0,0,106126
2012-12-20,9.04,0,0,21496
2012-12-21,9.01,-0.03,-0.33,3570
2012-12-24,9.01,0,0,0
2012-12-27,8.99,-0.02,-0.22,7000
2012-12-28,8.99,0,0,0
2012-12-31,8.99,0,0,0
2013-01-02,8.99,0,0,0
2013-01-03,8.99,0,0,0
2013-01-04,8.99,0,0,0
2013-01-07,8.99,0,0,0
2013-01-08,8.99,0,0,0
2013-01-09,8.99,0,0,0
2013-01-10,8.99,0,0,0
2013-01-11,8.99,0,0,100
2013-01-14,8.99,0,0,0
2013-01-15,8.99,0,0,0
2013-01-16,8.99,0,0,1000
2013-01-17,8.99,0,0,300
2013-01-18,8.99,0,0,0
2013-01-21,8.99,0,0,0
2013-01-22,8.99,0,0,0
2013-01-23,8.74,-0.25,-2.78,6160
2013-01-24,8.99,0.25,2.86,1850
2013-01-25,8.99,0,0,0
2013-01-28,8.99,0,0,3401
2013-01-29,8.99,0,0,0
2013-01-30,8.99,0,0,1599
2013-01-31,8.99,0,0,0
2013-02-01,8.99,0,0,0
2013-02-04,8.98,-0.01,-0.11,20000
2013-02-05,8.99,0.01,0.11,6000
2013-02-06,8.99,0,0,641
2013-02-07,8.99,0,0,2678
2013-02-08,8.5,-0.49,-5.45,20000
2013-02-13,8.22,-0.28,-3.29,1000
2013-02-14,8.22,0,0,0
2013-02-15,8.1,-0.12,-1.46,8865
2013-02-18,8.1,0,0,0
2013-02-19,8.1,0,0,0
2013-02-20,8.1,0,0,0
2013-02-21,8.1,0,0,0
2013-02-22,8.1,0,0,0
2013-02-25,8.1,0,0,0
2013-02-26,7.8,-0.3,-3.7,45499
2013-02-27,7.8,0,0,0
2013-02-28,7.8,0,0,0
2013-03-01,7.8,0,0,69130
2013-03-04,7.8,0,0,0
2013-03-05,7.8,0,0,0
2013-03-06,7.8,0,0,340
2013-03-07,7.8,0,0,0
2013-03-08,7.8,0,0,0
2013-03-11,7.8,0,0,0
2013-03-12,7.8,0,0,20000
2013-03-13,7.8,0,0,0
2013-03-14,7.8,0,0,0
2013-03-15,7.8,0,0,0
2013-03-18,7.8,0,0,0
2013-03-19,7.8,0,0,0
2013-03-20,7.8,0,0,40000
2013-03-21,7.8,0,0,25000
2013-03-22,7.8,0,0,17000
2013-03-25,7.8,0,0,0
2013-03-26,7.8,0,0,0
2013-03-27,7.8,0,0,0
2013-03-28,8,0.2,2.56,100
2013-04-02,8,0,0,21850
2013-04-03,8,0,0,0
2013-04-04,8,0,0,0
2013-04-05,8,0,0,0
2013-04-08,8,0,0,0
2013-04-09,8,0,0,0
2013-04-10,8,0,0,0
2013-04-11,7.9,-0.1,-1.25,20
2013-04-12,7.91,0.01,0.13,3329
2013-04-15,7.9,-0.01,-0.13,26000
2013-04-16,7.94,0.04,0.51,106136
2013-04-17,8.2,0.26,3.28,75000
2013-04-18,8.22,0.02,0.24,17885
2013-04-19,8.5,0.28,3.41,200
2013-04-22,8.5,0,0,0
2013-04-23,8.5,0,0,7800
2013-04-24,8.5,0,0,0
2013-04-25,8.5,0,0,0
2013-04-26,9,0.5,5.88,20468
2013-04-29,9,0,0,0
2013-04-30,9.5,0.5,5.56,26000
2013-05-01,9.11,-0.39,-4.11,233615
2013-05-02,9.5,0.39,4.28,1105
2013-05-03,9.5,0,0,0
2013-05-06,9,-0.5,-5.26,430897
2013-05-07,9,0,0,125055
2013-05-08,9,0,0,3000
2013-05-09,9,0,0,1065
2013-05-10,9,0,0,44800
2013-05-13,9,0,0,104400
2013-05-14,9,0,0,55125
2013-05-15,9,0,0,3600
2013-05-16,9,0,0,109500
2013-05-17,9,0,0,157212
2013-05-20,9,0,0,0
2013-05-21,9,0,0,23100
2013-05-22,9,0,0,207100
2013-05-23,9,0,0,15900
2013-05-24,9,0,0,0
2013-05-27,9,0,0,2100
2013-05-28,9,0,0,4995
2013-05-29,9,0,0,9000
2013-06-03,9,0,0,46840
2013-06-04,8.75,-0.25,-2.78,1139
2013-06-05,8.75,0,0,0
2013-06-06,8.99,0.24,2.74,3100
2013-06-07,8.97,-0.02,-0.22,6590
2013-06-10,8.96,-0.01,-0.11,50
2013-06-11,8.98,0.02,0.22,24381
2013-06-12,9,0.02,0.22,1060
2013-06-13,9,0,0,78009
2013-06-14,9,0,0,0
2013-06-17,9,0,0,0
2013-06-18,9,0,0,0
2013-06-20,9,0,0,2732
2013-06-21,9,0,0,0
2013-06-24,9,0,0,0
2013-06-25,9,0,0,55000
2013-06-26,9,0,0,10000
2013-06-27,9,0,0,148598
2013-06-28,9,0,0,92274
2013-07-01,9,0,0,0
2013-07-02,9,0,0,4070
2013-07-03,9,0,0,25000
2013-07-04,9,0,0,0
2013-07-05,9,0,0,0
2013-07-08,9,0,0,0
2013-07-09,9,0,0,0
2013-07-10,9,0,0,0
2013-07-11,9,0,0,0
2013-07-12,9,0,0,0
2013-07-15,9.1,0.1,1.11,300
2013-07-16,9.06,-0.04,-0.44,3000
2013-07-17,9.02,-0.04,-0.44,1000
2013-07-18,9.02,0,0,0
2013-07-19,9.02,0,0,0
2013-07-22,9.02,0,0,0
2013-07-23,9.02,0,0,0
2013-07-24,9.02,0,0,4515
2013-07-25,9.02,0,0,1500
2013-07-26,9.02,0,0,0
2013-07-29,9.02,0,0,0
2013-07-30,9.02,0,0,0
2013-07-31,9.02,0,0,0
2013-08-02,9.5,0.48,5.32,4125
2013-08-05,9.49,-0.01,-0.11,8950
2013-08-06,9.49,0,0,600
2013-08-07,9.49,0,0,0
2013-08-08,9.05,-0.44,-4.64,22758
2013-08-12,9.05,0,0,0
2013-08-13,9.05,0,0,0
2013-08-14,9.05,0,0,1000
2013-08-15,9.05,0,0,0
2013-08-16,9.07,0.02,0.22,1733
2013-08-19,9.07,0,0,0
2013-08-20,9.07,0,0,0
2013-08-21,9.07,0,0,0
2013-08-22,9.07,0,0,0
2013-08-23,9.07,0,0,0
2013-08-26,9.07,0,0,0
2013-08-27,9.13,0.06,0.66,346
2013-08-28,9.17,0.04,0.44,1000
2013-08-29,9.5,0.33,3.6,26775
2013-08-30,9.5,0,0,0
2013-09-02,9.5,0,0,64212
2013-09-03,9.5,0,0,0
2013-09-04,9.54,0.04,0.42,1560
2013-09-05,9.51,-0.03,-0.31,216
2013-09-06,9.51,0,0,0
2013-09-09,9.6,0.09,0.95,1032
2013-09-10,9.61,0.01,0.1,200
2013-09-11,9.61,0,0,2800
2013-09-12,9.61,0,0,0
2013-09-13,10,0.39,4.06,77088
2013-09-16,10,0,0,0
2013-09-17,10,0,0,0
2013-09-18,10.01,0.01,0.1,500
2013-09-19,10.01,0,0,0
2013-09-20,10.01,0,0,0
2013-09-23,10.02,0.01,0.1,388
2013-09-25,10.05,0.03,0.3,3212
2013-09-26,10.05,0,0,0
2013-09-27,10.05,0,0,0
2013-09-30,10.05,0,0,0
2013-10-01,10.05,0,0,0
2013-10-02,10.5,0.45,4.48,5000
2013-10-03,10.5,0,0,0
2013-10-04,10.5,0,0,0
2013-10-07,10.5,0,0,0
2013-10-08,11,0.5,4.76,4639
2013-10-09,11,0,0,361
2013-10-10,11,0,0,0
2013-10-11,11.5,0.5,4.55,2529
2013-10-14,11.5,0,0,0
2013-10-15,12,0.5,4.35,14000
2013-10-16,12.54,0.54,4.5,8500
2013-10-17,12.54,0,0,0
2013-10-18,13.45,0.91,7.26,13260
2013-10-21,13.29,-0.16,-1.19,1771
2013-10-22,13.5,0.21,1.58,1000
2013-10-23,13.5,0,0,100
2013-10-24,13.5,0,0,6525
2013-10-25,13.5,0,0,107132
2013-10-28,13.5,0,0,1000
2013-10-29,13.49,-0.01,-0.07,387
2013-10-30,13.44,-0.05,-0.37,6012
2013-10-31,13.43,-0.01,-0.07,10
2013-11-01,13.42,-0.01,-0.07,500
2013-11-04,13.42,0,0,0
2013-11-05,13.42,0,0,0
2013-11-06,13.42,0,0,304
2013-11-07,13.42,0,0,0
2013-11-08,13.25,-0.17,-1.27,2000
2013-11-11,13.25,0,0,0
2013-11-12,13.24,-0.01,-0.08,600
2013-11-13,13.24,0,0,0
2013-11-14,13.24,0,0,0
2013-11-15,13.24,0,0,0
2013-11-18,13.24,0,0,0
2013-11-19,13.24,0,0,0
2013-11-20,13.24,0,0,0
2013-11-21,13.24,0,0,0
2013-11-22,13.14,-0.1,-0.76,23000
2013-11-25,13,-0.14,-1.07,1129
2013-11-26,13,0,0,7085
2013-11-27,13,0,0,100
2013-11-28,13,0,0,1100
2013-11-29,13,0,0,10
2013-12-02,13,0,0,0
2013-12-03,13,0,0,100
2013-12-04,13,0,0,0
2013-12-05,13,0,0,0
2013-12-06,13,0,0,0
2013-12-09,13,0,0,0
2013-12-10,13,0,0,0
2013-12-11,12.75,-0.25,-1.92,27750
2013-12-12,12.75,0,0,0
2013-12-13,12.75,0,0,0
2013-12-16,12.5,-0.25,-1.96,25000
2013-12-17,12.5,0,0,0
2013-12-18,12.5,0,0,0
2013-12-19,12.5,0,0,0
2013-12-20,12.47,-0.03,-0.24,292
2013-12-23,12.47,0,0,0
2013-12-24,12.47,0,0,0
2013-12-27,12.47,0,0,200
2013-12-30,12.47,0,0,0
2013-12-31,12.47,0,0,100
2014-01-02,12.47,0,0,0
2014-01-03,12.47,0,0,0
2014-01-06,12.45,-0.02,-0.16,158
2014-01-07,12.47,0.02,0.16,51000
2014-01-08,12.44,-0.03,-0.24,600
2014-01-09,12.44,0,0,0
2014-01-10,12.44,0,0,0
2014-01-13,12.43,-0.01,-0.08,1978
2014-01-14,12,-0.43,-3.46,12059
2014-01-15,11.99,-0.01,-0.08,13098
2014-01-16,11.8,-0.19,-1.59,66156
2014-01-17,11.8,0,0,0
2014-01-20,11.8,0,0,0
2014-01-21,11.8,0,0,0
2014-01-22,11.8,0,0,0
2014-01-23,11.8,0,0,0
2014-01-24,11.5,-0.3,-2.54,101502
2014-01-27,11,-0.5,-4.35,1000
2014-01-28,10.75,-0.25,-2.27,47764
2014-01-29,10.75,0,0,1298
2014-01-30,10.84,0.09,0.84,21038
2014-01-31,10.75,-0.09,-0.83,35000
2014-02-03,10.75,0,0,10170
2014-02-04,10.75,0,0,36089
2014-02-05,10.76,0.01,0.09,78595
2014-02-06,10.75,-0.01,-0.09,15432
2014-02-07,10.75,0,0,36568
2014-02-10,10.75,0,0,6800
2014-02-11,10.75,0,0,15000
2014-02-12,10.75,0,0,0
2014-02-13,10.75,0,0,0
2014-02-14,10.75,0,0,100
2014-02-17,10.75,0,0,3100
2014-02-18,10.75,0,0,0
2014-02-19,10.75,0,0,0
2014-02-20,10.75,0,0,4905
2014-02-21,10.75,0,0,0
2014-02-24,10.75,0,0,0
2014-02-25,10.75,0,0,0
2014-02-26,10.76,0.01,0.09,990
2014-02-27,10.76,0,0,0
2014-02-28,10.76,0,0,0
2014-03-05,10.79,0.03,0.28,1500
2014-03-06,10.79,0,0,0
2014-03-07,10.79,0,0,0
2014-03-10,11,0.21,1.95,2188
2014-03-11,11,0,0,0
2014-03-12,11.01,0.01,0.09,29830
2014-03-13,11,-0.01,-0.09,1134
2014-03-14,11,0,0,12870
2014-03-17,11,0,0,52
2014-03-18,11,0,0,5038
2014-03-19,11,0,0,0
2014-03-20,11,0,0,0
2014-03-21,11,0,0,0
2014-03-24,11,0,0,3000
2014-03-25,11,0,0,10
2014-03-26,11,0,0,900
2014-03-27,11,0,0,602
2014-03-28,11,0,0,0
2014-04-01,11,0,0,0
2014-04-02,11,0,0,16470
2014-04-03,11,0,0,3530
2014-04-04,11,0,0,5991
2014-04-07,10.8,-0.2,-1.82,500
2014-04-08,11,0.2,1.85,12200
2014-04-09,11,0,0,3519
2014-04-10,11,0,0,5000
2014-04-11,11,0,0,12000
2014-04-14,11,0,0,29862
2014-04-15,11,0,0,2782
2014-04-16,11,0,0,0
2014-04-17,11,0,0,7318
2014-04-22,11,0,0,0
2014-04-23,11.7,0.7,6.36,3000
2014-04-24,11.7,0,0,0
2014-04-25,12.99,1.29,11.03,12960
2014-04-28,12.99,0,0,20201
2014-04-29,12.99,0,0,2709
2014-04-30,13,0.01,0.08,35851
2014-05-01,13,0,0,0
2014-05-02,13,0,0,56200
2014-05-05,13,0,0,59576
2014-05-06,13,0,0,27000
2014-05-07,13,0,0,9563
2014-05-08,13,0,0,65078
2014-05-09,12.75,-0.25,-1.92,263184
2014-05-12,12.75,0,0,25300
2014-05-13,12.75,0,0,0
2014-05-14,12.75,0,0,0
2014-05-15,13,0.25,1.96,1000
2014-05-16,13,0,0,0
2014-05-19,13,0,0,0
2014-05-20,13,0,0,5000
2014-05-21,13,0,0,0
2014-05-22,13,0,0,310
2014-05-23,13,0,0,0
2014-05-26,13,0,0,0
2014-05-27,13,0,0,100
2014-05-28,13,0,0,161
2014-05-29,13,0,0,0
2014-05-30,13,0,0,0
2014-06-02,13,0,0,0
2014-06-03,12.98,-0.02,-0.15,835
2014-06-04,12.98,0,0,0
2014-06-05,12.75,-0.23,-1.77,25380
2014-06-06,12.75,0,0,0
2014-06-09,12.75,0,0,3000
2014-06-10,12.75,0,0,0
2014-06-11,12.75,0,0,4000
2014-06-12,12.75,0,0,200
2014-06-13,12.75,0,0,0
2014-06-16,12.75,0,0,0
2014-06-17,12.75,0,0,51157
2014-06-18,12.75,0,0,0
2014-06-23,12.75,0,0,21500
2014-06-24,12.74,-0.01,-0.08,87926
2014-06-25,12.75,0.01,0.08,11340
2014-06-26,12.75,0,0,0
2014-06-27,12.75,0,0,200
2014-06-30,13,0.25,1.96,20216
2014-07-01,13,0,0,0
2014-07-02,13,0,0,0
2014-07-03,13,0,0,100
2014-07-04,13,0,0,0
2014-07-07,13,0,0,200
2014-07-08,13,0,0,0
2014-07-09,13,0,0,830
2014-07-10,12.98,-0.02,-0.15,963
2014-07-11,12.98,0,0,800
2014-07-14,12.98,0,0,0
2014-07-15,12.98,0,0,0
2014-07-16,12.98,0,0,0
2014-07-17,12.75,-0.23,-1.77,50094
2014-07-18,12.75,0,0,45206
2014-07-21,12.75,0,0,0
2014-07-22,12.75,0,0,0
2014-07-23,12.75,0,0,0
2014-07-24,12.75,0,0,13570
2014-07-25,12.75,0,0,0
2014-07-28,12.75,0,0,800
2014-07-30,12.75,0,0,29900
2014-07-31,12.75,0,0,500
2014-08-04,12.76,0.01,0.08,2000
2014-08-05,12.76,0,0,0
2014-08-06,12.76,0,0,0
2014-08-07,12.76,0,0,0
2014-08-08,12.76,0,0,0
2014-08-11,12.75,-0.01,-0.08,66870
2014-08-12,12.75,0,0,0
2014-08-13,12.75,0,0,0
2014-08-14,12.75,0,0,0
2014-08-15,12.75,0,0,13130
2014-08-18,12.75,0,0,11870
2014-08-19,12.75,0,0,0
2014-08-20,12.75,0,0,7000
2014-08-21,12.75,0,0,32541
2014-08-22,12.75,0,0,70
2014-08-25,12.75,0,0,523
2014-08-26,12.75,0,0,0
2014-08-27,12.75,0,0,0
2014-08-28,12.75,0,0,0
2014-08-29,12.75,0,0,0
2014-09-02,12.75,0,0,0
2014-09-03,12.75,0,0,0
2014-09-04,12.75,0,0,0
2014-09-05,12.74,-0.01,-0.08,525
2014-09-08,12.75,0.01,0.08,23950
2014-09-09,12.74,-0.01,-0.08,392
2014-09-10,12.75,0.01,0.08,230
2014-09-11,12.75,0,0,26000
2014-09-12,12.75,0,0,0
2014-09-15,12.75,0,0,0
2014-09-16,12.75,0,0,0
2014-09-17,12.75,0,0,0
2014-09-18,12.75,0,0,0
2014-09-19,12.75,0,0,0
2014-09-22,12.7,-0.05,-0.39,393
2014-09-23,12.7,0,0,193
2014-09-25,12.7,0,0,5393
2014-09-26,12.7,0,0,13841
2014-09-29,12.75,0.05,0.39,82069
2014-09-30,12.75,0,0,2000
2014-10-01,12.75,0,0,7
2014-10-02,12.75,0,0,0
2014-10-03,12.75,0,0,300
2014-10-06,12.75,0,0,0
2014-10-07,12.75,0,0,313
2014-10-08,12.75,0,0,0
2014-10-09,12.64,-0.11,-0.86,1923
2014-10-10,12.64,0,0,0
2014-10-13,12.62,-0.02,-0.16,1500
2014-10-14,12.55,-0.07,-0.56,10000
2014-10-15,12.5,-0.05,-0.4,29087
2014-10-16,12.5,0,0,150
2014-10-17,12.52,0.02,0.16,90
2014-10-20,12.52,0,0,0
2014-10-21,12.52,0,0,0
2014-10-22,12.52,0,0,0
2014-10-24,12.55,0.03,0.24,400
2014-10-27,12.53,-0.02,-0.16,2210
2014-10-28,12.5,-0.03,-0.24,9627
2014-10-29,12.5,0,0,8137
2014-10-30,12.5,0,0,0
2014-10-31,12.5,0,0,0
2014-11-03,12.5,0,0,0
2014-11-04,12.55,0.05,0.4,1724
2014-11-05,12.75,0.2,1.59,14903
2014-11-06,12.75,0,0,8552
2014-11-07,12.75,0,0,0
2014-11-10,12.75,0,0,3396
2014-11-11,12.75,0,0,1000
2014-11-12,12.75,0,0,0
2014-11-13,12.76,0.01,0.08,4266
2014-11-14,12.76,0,0,0
2014-11-17,12.76,0,0,26387
2014-11-18,12.76,0,0,0
2014-11-19,12.76,0,0,0
2014-11-20,12.76,0,0,0
2014-11-21,12.76,0,0,0
2014-11-24,12.76,0,0,0
2014-11-25,12.76,0,0,0
2014-11-26,12.76,0,0,1057
2014-11-27,12.76,0,0,10823
2014-11-28,12.76,0,0,0
2014-12-01,12.76,0,0,990
2014-12-02,12.76,0,0,0
2014-12-03,12.76,0,0,0
2014-12-04,12.77,0.01,0.08,4025
2014-12-05,12.77,0,0,0
2014-12-08,12.78,0.01,0.08,1000
2014-12-09,12.78,0,0,0
2014-12-10,12.78,0,0,0
2014-12-11,12.78,0,0,0
2014-12-12,12.82,0.04,0.31,4500
2014-12-15,12.82,0,0,0
2014-12-16,12.89,0.07,0.55,1224
2014-12-17,12.89,0,0,0
2014-12-18,13.26,0.37,2.87,2000
2014-12-19,13.26,0,0,7902
2014-12-22,13.26,0,0,1998
2014-12-23,13.26,0,0,1200
2014-12-24,13.3,0.04,0.3,250
2014-12-29,13.5,0.2,1.5,5180
2014-12-30,13.5,0,0,0
2014-12-31,13.5,0,0,0
2015-01-02,13.5,0,0,0
2015-01-05,13.5,0,0,0
2015-01-06,13.5,0,0,0
2015-01-07,14,0.5,3.7,10000
2015-01-08,14,0,0,0
2015-01-09,14,0,0,200
2015-01-12,14.74,0.74,5.29,9600
2015-01-13,14.74,0,0,0
2015-01-14,15,0.26,1.76,15000
2015-01-15,15.01,0.01,0.07,1980
2015-01-16,15.5,0.49,3.26,11563
2015-01-19,15.5,0,0,0
2015-01-20,15.5,0,0,0
2015-01-21,15.5,0,0,0
2015-01-22,15.5,0,0,0
2015-01-23,15.5,0,0,750
2015-01-26,16,0.5,3.23,36856
2015-01-27,16,0,0,2000
2015-01-28,16,0,0,4419
2015-01-29,15.98,-0.02,-0.13,413
2015-01-30,15.98,0,0,156
2015-02-02,15.94,-0.04,-0.25,1772
2015-02-03,15.9,-0.04,-0.25,1972
2015-02-04,15.9,0,0,0
2015-02-05,15.9,0,0,0
2015-02-06,15.9,0,0,0
2015-02-09,15.9,0,0,0
2015-02-10,15.9,0,0,0
2015-02-11,15.9,0,0,0
2015-02-12,15.9,0,0,0
2015-02-13,15.9,0,0,0
2015-02-18,15.9,0,0,0
2015-02-19,15.9,0,0,0
2015-02-20,15.9,0,0,0
2015-02-23,15.9,0,0,0
2015-02-24,15.9,0,0,0
2015-02-25,15.9,0,0,0
2015-02-26,15.9,0,0,0
2015-02-27,15.9,0,0,0
2015-03-02,15.06,-0.84,-5.28,203387
2015-03-03,15,-0.06,-0.4,655
2015-03-04,15,0,0,0
2015-03-05,15,0,0,0
2015-03-06,15,0,0,0
2015-03-09,15,0,0,0
2015-03-10,15,0,0,0
2015-03-11,14.96,-0.04,-0.27,1500
2015-03-12,14.9,-0.06,-0.4,5334
2015-03-13,14.89,-0.01,-0.07,650
2015-03-16,14.89,0,0,0
2015-03-17,14.5,-0.39,-2.62,27500
2015-03-18,14.5,0,0,0
2015-03-19,14.25,-0.25,-1.72,8640
2015-03-20,14.01,-0.24,-1.68,14952
2015-03-23,14.01,0,0,0
2015-03-24,14.01,0,0,0
2015-03-25,14,-0.01,-0.07,1150
2015-03-26,14,0,0,350
2015-03-27,14,0,0,10548
2015-03-31,14,0,0,7000
2015-04-01,14,0,0,0
2015-04-02,14,0,0,0
2015-04-07,14,0,0,0
2015-04-08,14,0,0,0
2015-04-09,14,0,0,0
2015-04-10,14,0,0,0
2015-04-13,13.99,-0.01,-0.07,384
2015-04-14,13.99,0,0,0
2015-04-15,13.99,0,0,0
2015-04-16,13.99,0,0,0
2015-04-17,13.99,0,0,0
2015-04-20,13.98,-0.01,-0.07,125
2015-04-21,13.98,0,0,0
2015-04-22,13.98,0,0,0
2015-04-23,13.98,0,0,0
2015-04-24,13.91,-0.07,-0.5,2021
2015-04-27,13.91,0,0,0
2015-04-28,13.91,0,0,0
2015-04-29,13.91,0,0,0
2015-04-30,13.9,-0.01,-0.07,18471
2015-05-01,13.9,0,0,0
2015-05-04,13.9,0,0,0
2015-05-05,13.9,0,0,0
2015-05-06,13.9,0,0,715
2015-05-07,13.9,0,0,0
2015-05-08,13.9,0,0,0
2015-05-11,13.9,0,0,10000
2015-05-12,13.9,0,0,0
2015-05-13,13.9,0,0,0
2015-05-14,13.9,0,0,6099
2015-05-15,13.9,0,0,0
2015-05-18,13.9,0,0,0
2015-05-19,13.9,0,0,0
2015-05-20,13.9,0,0,0
2015-05-21,13.9,0,0,0
2015-05-22,13.9,0,0,5785
2015-05-25,13.9,0,0,0
2015-05-26,13.9,0,0,0
2015-05-27,13.9,0,0,0
2015-05-28,13.9,0,0,0
2015-05-29,13.9,0,0,0
2015-06-01,13.9,0,0,0
2015-06-02,13.9,0,0,44
2015-06-03,13.9,0,0,0
2015-06-05,13.9,0,0,0
2015-06-08,13.9,0,0,0
2015-06-09,13.9,0,0,0
2015-06-10,13.9,0,0,371
2015-06-11,13.9,0,0,0
2015-06-12,13.9,0,0,0
2015-06-15,13.9,0,0,0
2015-06-16,13.9,0,0,0
2015-06-17,13.9,0,0,0
2015-06-18,13.9,0,0,0
2015-06-22,13.9,0,0,0
2015-06-23,13.9,0,0,0
2015-06-24,13.9,0,0,0
2015-06-25,13.9,0,0,0
2015-06-26,13.9,0,0,0
2015-06-29,13.9,0,0,0
2015-06-30,13.9,0,0,0
2015-07-01,13.9,0,0,5005
2015-07-02,13.9,0,0,6749
2015-07-03,13.9,0,0,0
2015-07-06,13.9,0,0,3251
2015-07-07,13.9,0,0,0
2015-07-08,13.9,0,0,0
2015-07-09,13.9,0,0,12749
2015-07-10,13.9,0,0,1600
2015-07-13,13.9,0,0,17090
2015-07-14,13.9,0,0,13000
2015-07-15,13.9,0,0,0
2015-07-16,14,0.1,0.72,1273
2015-07-17,14,0,0,0
2015-07-20,14,0,0,2000
2015-07-21,14,0,0,63
2015-07-22,14,0,0,0
2015-07-23,14,0,0,0
2015-07-24,14,0,0,1188
2015-07-27,14.01,0.01,0.07,30000
2015-07-28,14.01,0,0,4950
2015-07-29,14.01,0,0,500
2015-07-30,14.01,0,0,0
2015-07-31,14.01,0,0,0
2015-08-03,14.01,0,0,0
2015-08-04,14.02,0.01,0.07,870
2015-08-05,14.01,-0.01,-0.07,19156
2015-08-06,14.01,0,0,0
2015-08-07,14,-0.01,-0.07,8173
2015-08-10,14,0,0,0
2015-08-11,14,0,0,0
2015-08-12,14,0,0,0
2015-08-13,14,0,0,87735
2015-08-14,14,0,0,0
2015-08-17,14,0,0,0
2015-08-18,14,0,0,0
2015-08-19,14,0,0,1940
2015-08-20,14,0,0,40
2015-08-21,14,0,0,0
2015-08-24,14,0,0,500
2015-08-25,14,0,0,0
2015-08-26,14,0,0,0
2015-08-27,14,0,0,460
2015-08-28,14,0,0,0
2015-09-01,14,0,0,0
2015-09-02,14,0,0,0
2015-09-03,14,0,0,12645
2015-09-04,14,0,0,25000
2015-09-07,14,0,0,15100
2015-09-08,14.5,0.5,3.57,1000000
2015-09-09,14.5,0,0,540
2015-09-10,14.5,0,0,0
2015-09-11,14.5,0,0,0
2015-09-14,14,-0.5,-3.45,1772
2015-09-15,14,0,0,0
2015-09-16,14,0,0,0
2015-09-17,14,0,0,3984
2015-09-18,14,0,0,0
2015-09-21,14,0,0,30270
2015-09-22,14,0,0,0
2015-09-23,14,0,0,0
2015-09-25,14,0,0,0
2015-09-28,14,0,0,0
2015-09-29,14,0,0,42000
2015-09-30,14,0,0,0
2015-10-01,14,0,0,53946
2015-10-02,14,0,0,0
2015-10-05,14,0,0,0
2015-10-06,14,0,0,9925
2015-10-07,14,0,0,0
2015-10-08,14,0,0,0
2015-10-09,14,0,0,0
2015-10-12,14,0,0,22
2015-10-13,14,0,0,0
2015-10-14,14,0,0,1478
2015-10-15,14,0,0,0
2015-10-16,14,0,0,0
2015-10-19,14,0,0,0
2015-10-20,14.01,0.01,0.07,598
2015-10-21,14,-0.01,-0.07,8237
2015-10-22,14,0,0,842
2015-10-23,14,0,0,19921
2015-10-26,14,0,0,0
2015-10-27,14,0,0,0
2015-10-28,14,0,0,0
2015-10-29,14,0,0,0
2015-10-30,14,0,0,8149
2015-11-02,14,0,0,0
2015-11-03,14,0,0,1851
2015-11-04,14,0,0,0
2015-11-05,14,0,0,28679
2015-11-06,14,0,0,0
2015-11-09,14,0,0,500
2015-11-11,14,0,0,0
2015-11-12,14,0,0,0
2015-11-13,14,0,0,0
2015-11-16,14,0,0,0
2015-11-17,14,0,0,0
2015-11-18,14,0,0,0
2015-11-19,14,0,0,74
2015-11-20,14,0,0,0
2015-11-23,14,0,0,0
2015-11-24,14,0,0,0
2015-11-25,14,0,0,0
2015-11-26,14,0,0,0
2015-11-27,14,0,0,0
2015-11-30,14,0,0,0
2015-12-01,13.99,-0.01,-0.07,5763
2015-12-02,13.99,0,0,0
2015-12-03,13.99,0,0,0
2015-12-04,13.99,0,0,0
2015-12-07,13.99,0,0,0
2015-12-08,13.99,0,0,0
2015-12-09,13.99,0,0,0
2015-12-10,13.99,0,0,0
2015-12-11,13.99,0,0,0
2015-12-14,13.98,-0.01,-0.07,704
2015-12-15,13.97,-0.01,-0.07,200
2015-12-16,13.97,0,0,0
2015-12-17,13.97,0,0,0
2015-12-18,13.97,0,0,0
2015-12-21,13.97,0,0,0
2015-12-22,13.97,0,0,0
2015-12-23,13.97,0,0,0
2015-12-24,13.97,0,0,0
2015-12-28,13.97,0,0,0
2015-12-29,13.97,0,0,0
2015-12-30,13.97,0,0,0
2015-12-31,13.97,0,0,0
2016-01-04,13.95,-0.02,-0.14,20000
2016-01-05,13.93,-0.02,-0.14,11500
2016-01-06,13.75,-0.18,-1.29,2
2016-01-07,13.74,-0.01,-0.07,3435
2016-01-08,13.74,0,0,0
2016-01-11,13.74,0,0,0
2016-01-12,13.74,0,0,0
2016-01-13,13.74,0,0,0
2016-01-14,13.64,-0.1,-0.73,850
2016-01-15,13.64,0,0,0
2016-01-18,13.62,-0.02,-0.15,20976
2016-01-19,13.62,0,0,0
2016-01-20,13.6,-0.02,-0.15,49
2016-01-21,13.6,0,0,0
2016-01-22,13.6,0,0,15906
2016-01-25,13.6,0,0,0
2016-01-26,13.6,0,0,0
2016-01-27,13.6,0,0,0
2016-01-28,13.6,0,0,110
2016-01-29,13.6,0,0,850
2016-02-01,13.6,0,0,0
2016-02-02,13.6,0,0,0
2016-02-03,13.6,0,0,0
2016-02-04,13.6,0,0,0
2016-02-05,13.6,0,0,0
2016-02-10,13.6,0,0,0
2016-02-11,13.6,0,0,0
2016-02-12,13.6,0,0,0
